timestamp,accX,accY,accZ
0,-0.16230276,-0.014804962,-0.008115138
16,-0.074637204,0.0012366995,-0.0037318603
32,0.08408546,0.020279676,0.0042042728
48,0.06982727,0.00018510874,0.0034913637
64,-0.013862829,-0.016153183,-0.0006931414
80,0.08048348,0.0069206418,0.004024174
96,-0.05616801,-0.0020181458,-0.0028084004
112,0.042520527,-0.0002666791,0.0021260264
128,0.020518333,0.0055612465,0.0010259167
144,0.0720211,0.0048432304,0.003601055
160,0.056827504,0.006027245,0.0028413753
176,-0.079477414,-0.006797643,-0.003973871
192,-0.2169129,-0.023630753,-0.010845645
208,0.08816524,-0.005217377,0.004408262
224,0.2727377,0.03817167,0.013636886
240,0.10881479,0.003733941,0.0054407394
256,-0.0012045857,-0.024695337,-6.0229282e-05
272,-0.004525608,-0.0029226085,-0.0002262804
288,0.22473933,0.024781553,0.011236967
304,-0.025705116,0.005463615,-0.0012852558
320,-0.0077322284,-0.00017354538,-0.0003866114
336,0.02699382,0.002013786,0.0013496911
352,0.0083277915,0.0008845633,0.00041638958
368,0.094376594,0.0009148652,0.00471883
384,0.0886077,0.0039638663,0.004430385
400,0.19667047,0.026974818,0.009833524
416,0.04516523,-0.0020168568,0.0022582614
432,0.043841194,0.0043481933,0.0021920598
448,-0.91744334,-0.09744038,-0.045872167
464,0.09198424,0.0014503184,0.004599212
480,-0.3368802,-0.0369649,-0.01684401
496,-0.10180431,-0.013297811,-0.0050902157
512,-0.103365555,-0.013146577,-0.005168278
528,-0.090317,-0.0076670535,-0.0045158505
544,0.10228211,-0.010246793,0.0051141055
560,0.17983824,0.012391536,0.008991912
576,0.027140189,0.0068467967,0.0013570095
592,0.40405267,0.052940056,0.020202635
608,0.04332807,-0.0090817325,0.0021664035
624,-0.05511484,-0.017885957,-0.002755742
640,0.013331196,0.0020790284,0.00066655985
656,0.1277315,0.021492217,0.0063865753
672,-0.19968194,-0.029025674,-0.009984097
688,0.08246869,-0.011330588,0.0041234344
704,-0.04307571,-0.0033909609,-0.0021537857
720,0.035843153,-0.0064703375,0.0017921577
736,-0.009936149,0.013346714,-0.00049680745
752,-0.009121876,-0.0035715534,-0.0004560938
768,-0.087160856,-0.021888144,-0.004358043
784,0.16178292,0.0057764566,0.008089147
800,0.016083574,0.0015513425,0.0008041787
816,-0.051349666,-0.010003436,-0.0025674833
832,0.012584219,0.000735052,0.00062921096
848,0.04259287,0.031949703,0.0021296435
864,0.04848625,-0.0071544102,0.0024243125
880,0.07614125,0.013613941,0.0038070627
