timestamp,accX,accY,accZ
0,-0.13580862,-0.018070769,-0.0067904308
16,0.40411493,0.041533735,0.020205747
32,0.03690137,-0.00046591135,0.0018450685
48,0.57081544,0.041278835,0.028540773
64,0.0011574789,0.00088148646,5.7873945e-05
80,0.21389638,0.015488412,0.0106948195
96,-0.103567444,-0.016447246,-0.0051783724
112,-0.10736458,0.0051364824,-0.005368229
128,0.917154,0.087598674,0.0458577
144,0.20066781,0.016616918,0.0100333905
160,0.41658136,0.04307766,0.020829068
176,0.2109337,0.02595767,0.010546685
192,-0.35589784,-0.03296207,-0.017794892
208,0.29172,0.0054290984,0.014586001
224,0.10276999,0.007124341,0.0051384997
240,-0.11329834,-0.015329421,-0.005664917
256,0.022214174,-0.0098938905,0.0011107087
272,-0.26741463,-0.039670255,-0.013370732
288,0.14218484,0.025194872,0.007109242
304,0.33594817,0.0347704,0.016797408
320,-0.04685098,-0.0101977475,-0.002342549
336,0.067943,0.0100188,0.00339715
352,0.23074207,0.035142902,0.011537104
368,0.15936533,0.021048741,0.0079682665
384,-0.16865544,-0.0033713626,-0.008432772
400,0.12111974,0.014681893,0.006055987
416,0.033307802,0.010120763,0.0016653901
432,-0.22787024,-0.025117656,-0.011393513
448,-0.027382452,0.009235976,-0.0013691226
464,-0.18813743,-0.0019553304,-0.009406871
480,0.20130038,0.022011725,0.010065019
496,-0.036246922,-0.016484989,-0.0018123462
512,0.052409567,0.0064751925,0.0026204784
528,0.08826281,0.007910036,0.0044131405
544,0.08070051,0.014805925,0.0040350254
560,0.009537424,-0.0025832728,0.0004768712
576,0.15571456,0.016603785,0.0077857277
592,-0.22073358,-0.016086504,-0.011036679
608,-0.18044221,-0.02459492,-0.009022111
624,0.021600105,0.0053368993,0.0010800053
640,0.034105252,0.00576277,0.0017052627
656,-0.035462935,-0.025710544,-0.0017731468
672,0.032836735,0.0018825773,0.0016418368
688,0.28078452,0.01334162,0.014039226
704,-0.04224798,0.009620229,-0.002112399
720,-0.3549288,-0.041515186,-0.01774644
736,0.27688983,0.023094429,0.013844492
752,0.5094085,0.058909144,0.025470424
768,-0.034583047,-0.027424937,-0.0017291524
784,-0.33200803,-0.044993,-0.016600402
800,0.009320397,0.01368323,0.00046601985
816,0.18184364,0.017542752,0.009092182
832,0.5053472,0.035723936,0.02526736
848,-0.0725174,-0.015048017,-0.0036258702
864,0.036921557,-0.009835293,0.0018460779
880,-0.2721657,-0.033993077,-0.013608284
896,0.38972718,0.035055682,0.019486358
912,0.005810948,0.018011583,0.0002905474
928,0.088560596,-0.0021287631,0.00442803
944,0.080687046,-0.0059328964,0.0040343525
960,0.29424864,0.026415918,0.014712432
976,-0.03435929,-0.0032208588,-0.0017179645
992,-0.15249784,-0.018734738,-0.007624892
1008,-0.17150372,-0.017864823,-0.008575186
1024,0.065417744,0.022633795,0.0032708873
1040,-0.06663243,-0.017844453,-0.0033316214
1056,0.01070668,-0.0010194946,0.000535334
1072,0.07975669,0.022025622,0.003987835
1088,0.26632783,0.043850303,0.013316392
1104,-0.08840582,-0.005460725,-0.004420291
1120,-0.19281445,-0.037378892,-0.009640723
1136,0.15874453,0.02374028,0.007937226
1152,-0.034044687,0.005053067,-0.0017022344
1168,0.116654694,0.0152304,0.005832735
1184,-0.29955485,-0.034165703,-0.014977743
1200,-0.00342533,-0.0075024986,-0.0001712665
1216,-0.11835895,-0.0025093304,-0.0059179473
1232,0.109901614,0.015222203,0.0054950807
1248,-0.2748777,-0.016381353,-0.013743885
1264,0.009517236,-0.0016254047,0.0004758618
1280,-0.019253181,0.0028865254,-0.0009626591
1296,0.0069902977,-0.009725492,0.00034951488
1312,-0.08420323,0.0071831727,-0.0042101615
1328,0.13670532,0.031658117,0.0068352665
1344,-0.14880334,-0.015037737,-0.007440167
1360,-0.048063975,-0.02269104,-0.0024031987
1376,0.1598936,0.028263815,0.007994681
1392,-0.19852614,0.00093204156,-0.009926307
1408,0.22648229,0.01933296,0.011324114
1424,0.08364299,0.0049294448,0.0041821497
1440,-0.09219454,-0.012617047,-0.0046097273
1456,-0.21357,-0.024154775,-0.0106785
1472,0.028566848,0.013976671,0.0014283424
1488,-0.07343262,-0.0022401237,-0.003671631
1504,0.039647017,-0.00672576,0.0019823508
1520,-0.2922937,-0.03196983,-0.014614685
1536,0.037793033,0.0067968387,0.0018896516
1552,-0.07563822,-0.013882523,-0.003781911
1568,0.2889525,0.03328965,0.014447625
1584,-0.19075859,-0.017839761,-0.00953793
1600,0.030013697,0.014170345,0.0015006849
1616,0.94474,0.10200246,0.047237
1632,-0.23355502,-0.027859285,-0.011677751
1648,-0.279908,-0.027563404,-0.013995401
1664,-0.105095044,-0.018170735,-0.0052547525
1680,-1.0319564,-0.08255615,-0.051597822
1696,0.10958028,0.017753143,0.005479014
1712,0.17234659,0.0032973364,0.008617329
1728,-0.09955665,-0.012313344,-0.0049778325
1744,0.46874532,0.030615347,0.023437267
1760,0.21139131,0.016884465,0.010569566
1776,-0.0015511563,0.0006113564,-7.7557816e-05
1792,-0.22529788,-0.013911542,-0.011264894
1808,-0.04443676,0.005594462,-0.002221838
1824,-0.123739205,-0.026071526,-0.0061869603
1840,-0.17724569,-0.015967796,-0.008862285
1856,0.02025588,0.005231453,0.0010127941
1872,0.052342273,0.0060908594,0.0026171138
1888,0.14570102,-0.00047359522,0.007285051
1904,-0.41785997,-0.049930535,-0.020892998
1920,0.050727185,0.0032142287,0.0025363592
1936,0.25565478,0.033304147,0.0127827395
1952,-0.015854768,-0.010881768,-0.00079273846
1968,-0.0854566,-0.01411196,-0.00427283
1984,-0.17106462,-0.019747255,-0.008553231
