timestamp,accX,accY,accZ
0,0.143736,0.0063724555,0.0071868002
16,0.013751792,-0.009280279,0.0006875896
32,0.046346262,0.0017801418,0.002317313
48,0.77489346,0.08710925,0.038744673
64,0.76269114,0.07798336,0.038134556
80,0.28452784,0.03395417,0.014226392
96,-0.5348764,-0.046018787,-0.02674382
112,-0.23155634,-0.029023325,-0.011577818
128,-0.26068848,-0.038878314,-0.013034425
144,-0.11916481,-0.017790172,-0.0059582405
160,-0.69471616,-0.06125799,-0.03473581
176,0.9609178,0.10212049,0.04804589
192,0.5491564,0.0557067,0.027457822
208,-0.033780552,0.0061107567,-0.0016890276
224,0.4386004,0.045316458,0.02193002
240,-0.2564758,-0.028966041,-0.01282379
256,-0.34942403,-0.05063043,-0.017471202
272,-0.78290325,-0.06557724,-0.039145164
288,0.28408033,0.027447356,0.014204017
304,0.12053763,0.007539744,0.0060268817
320,0.07597638,0.006570949,0.003798819
336,-0.15193257,-0.00020579156,-0.0075966283
352,1.0085343,0.11077992,0.050426718
368,-0.4508246,-0.04868251,-0.02254123
384,0.5287323,0.05757077,0.026436616
400,-0.32418495,-0.020147614,-0.016209248
416,0.09864816,0.013339095,0.004932408
432,0.16796903,0.018004157,0.008398452
448,0.27731714,0.006828729,0.013865857
464,0.81919223,0.09437682,0.04095961
480,-0.56690896,-0.06697407,-0.028345449
496,0.612912,0.042584054,0.0306456
512,0.48525286,0.030482292,0.024262642
528,-0.7977334,-0.08832442,-0.039886672
544,-0.92197907,-0.08733825,-0.046098955
560,-0.5094404,-0.0393377,-0.02547202
576,-0.09349334,-0.005932765,-0.004674667
592,-0.578011,-0.04044597,-0.028900549
608,0.74067545,0.07003611,0.037033774
624,0.4271114,0.04039042,0.02135557
640,0.047288395,-0.013938759,0.0023644199
656,0.32818398,0.02706035,0.0164092
672,-0.099485986,-0.030368872,-0.0049742996
688,0.21800476,0.008383244,0.0109002385
704,0.43928343,0.050229575,0.021964172
720,-0.6104002,-0.077910766,-0.03052001
736,0.4337316,0.027491232,0.02168658
752,-0.18674946,-0.03625301,-0.009337473
768,-0.14146142,-0.006382458,-0.007073071
784,0.024214527,0.01881048,0.0012107263
800,-1.1436834,-0.11511568,-0.05718417
816,0.81182677,0.09061153,0.04059134
832,-0.36742553,-0.048383214,-0.018371277
848,0.2438596,0.03668489,0.01219298
864,0.63397545,0.056240723,0.031698775
880,0.2922954,0.035905328,0.01461477
896,-0.352237,-0.035495926,-0.01761185
912,-1.0283662,-0.12201632,-0.051418312
928,0.36408097,0.027556503,0.018204048
944,0.48977676,0.050688636,0.024488838
960,-0.5071709,-0.069213584,-0.025358547
976,-0.12388557,-0.009423005,-0.0061942786
992,0.07416277,-0.006746448,0.0037081384
1008,0.14977576,0.02038385,0.007488788
1024,0.14551933,0.0009459518,0.0072759665
1040,0.4498286,0.049414687,0.02249143
1056,0.10194563,0.01836064,0.0050972817
1072,0.033790644,0.0016984089,0.0016895322
1088,-0.03296796,-0.004098092,-0.001648398
1104,-0.18883057,-0.0040276274,-0.0094415285
1120,-0.5101857,-0.0588507,-0.025509287
1136,0.4197695,0.036634512,0.020988476
1152,-1.1306281,-0.106656276,-0.056531407
1168,-0.27976164,-0.023752997,-0.013988082
1184,0.09417975,0.0069896807,0.0047089877
1200,0.38180315,0.026030056,0.019090159
1216,0.09537761,0.019274034,0.0047688805
1232,-0.3495805,-0.047340065,-0.017479025
1248,-0.1224505,0.0105370125,-0.0061225253
1264,0.50417626,0.038462278,0.025208814
1280,-0.18763271,-0.029815666,-0.009381636
1296,-0.77144456,-0.07372702,-0.03857223
1312,0.06607051,0.012098256,0.0033035257
1328,-0.26578945,-0.036318563,-0.013289473
1344,-0.45300496,-0.02837621,-0.022650247
1360,0.20831929,0.02412923,0.010415965
1376,-0.5419693,-0.056675993,-0.027098466
1392,0.302494,0.034109436,0.0151247
1408,0.25796303,0.03790307,0.012898152
1424,0.09309293,0.025401589,0.004654647
1440,-0.53716105,-0.05178747,-0.026858052
1456,-0.892285,-0.10196932,-0.04461425
1472,1.0849817,0.0959132,0.054249085
1488,0.92541784,0.078392565,0.046270892
1504,-0.07847303,-0.014272314,-0.0039236518
1520,0.11244874,0.011622741,0.0056224368
1536,0.9068107,0.09282045,0.045340534
1552,-0.84900236,-0.073633544,-0.04245012
1568,-1.4844768,-0.1691811,-0.07422384
1584,0.58680815,0.058573216,0.029340407
1600,0.67643875,0.07225198,0.033821937
1616,-0.36359307,-0.064439274,-0.018179653
1632,0.831117,0.087647185,0.041555848
1648,0.25498185,0.05279901,0.012749093
1664,-0.7539562,-0.067662,-0.03769781
1680,-0.013480928,0.0017307581,-0.0006740464
1696,0.5400144,0.051265437,0.02700072
1712,0.27098972,0.02942689,0.013549486
1728,0.07002747,0.022374062,0.0035013736
1744,-0.01613068,-0.0050805076,-0.000806534
1760,0.11483268,0.023419052,0.005741634
1776,-0.44508597,-0.03986736,-0.0222543
1792,-0.25525102,-0.009259203,-0.012762551
1808,0.21237046,0.032127537,0.010618523
1824,0.89540416,0.09143579,0.044770207
1840,0.23455772,0.024706427,0.011727886
1856,0.2954734,0.02641462,0.01477367
1872,2.1839826,0.22816746,0.10919913
1888,-0.5398663,-0.059888728,-0.026993318
1904,-0.24675836,-0.023538375,-0.012337918
1920,0.34190714,0.032256536,0.017095357
1936,-0.5842896,-0.07184121,-0.02921448
1952,-0.8116249,-0.07895841,-0.040581245
1968,0.21568644,0.0063152313,0.010784322
1984,0.55929786,0.051447757,0.027964894
